"Data Source","World Development Indicators",

"Last Updated Date","2024-03-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Europe & Central Asia","ECS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.09020399249596","3.93811419830832","3.80002066506227","3.6334210499331","3.51196695229464","3.39349029820977","3.31173623722813","3.26446371245722","3.11268528488391","2.96220642284501","2.80906745317588","2.77544389765259","2.75505168687603","2.73496531719486","2.71124076550007","2.69002143061829","2.65914489402975","2.64533425432896","2.67467489356827","2.69326742395894","2.73106381160355","","",
"Ecuador","ECU","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","22.7","22.7","22.7","22.3","22.7","22","21.1","15.8","12","8.1","8.6","8.7","8.6","9","9.7","10.8","11.9","13.4","14.1","13.9","","",
"Egypt, Arab Rep.","EGY","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.2","5.4","6","6.3","6.4","6","5.6","5.5","5.2","5.1","4.9","5.1","5.3","5.5","5.8","6","6.4","6.3","6.3","6.4","7.2","","",
"Euro area","EMU","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.64435313666964","2.60684081853942","2.58720560826475","2.57491915105158","2.56446078173869","2.56605427252739","2.56091389558938","2.55167808269941","2.54306231624603","2.54382644866119","2.55654792769371","2.55082748590557","2.54595887525414","2.54901246237362","2.54733935898707","2.54254088753276","2.52362345757432","2.51258812371238","2.50358436804609","2.50178232762081","2.50784883933334","","",
"Eritrea","ERI","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Estonia","EST","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.5","3.5","3.3","2.8","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Ethiopia","ETH","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.7","44.1","42.5","39.1","37.1","35.6","35","33.5","28.2","24.2","20.3","18.9","17.3","15.6","14.5","14.1","15.5","18","20.7","22.3","21.9","","",
"European Union","EUU","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.63583386937559","2.61053807748964","2.60075306194707","2.59819484071558","2.58982264393871","2.59415537952188","2.58294811994904","2.57214054298342","2.56525224935321","2.5689662401998","2.58192892087346","2.56899293181574","2.55682193569244","2.55903708350335","2.55597541259493","2.55371154850841","2.52779918008258","2.51446289035978","2.50589493430241","2.50138130224549","2.50608951920259","","",
"Fragile and conflict affected situations","FCS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.634696972579","23.9153528295416","23.1611267982855","22.0735650754584","21.1475555244075","20.3381445648814","19.4435221282373","18.70566929797","17.2283288503429","16.2976626664375","15.5092320822768","15.6834538022925","15.4174501539654","15.6942848687474","16.4537529714418","17.0788300558533","17.660252538197","18.005200808739","19.1014437418112","20.138841987088","20.8957140870086","","",
"Finland","FIN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Fiji","FJI","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","3.8","3.7","3.6","3.5","3.5","3.5","3.7","5.4","6.9","8.8","8.8","9.2","8.9","9.2","8.9","8.4","6.9","5.7","5.9","6.6","","",
"France","FRA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Faroe Islands","FRO","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.8","12.2","13.4","13.9","14.4","14.8","16","16.8","17.3","16.6","15.9","15.4","15.4","15.7","16.3","17.4","18.4","19.5","20.9","22.1","23","","",
"United Kingdom","GBR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Georgia","GEO","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.2","5.5","4.5","3.8","3.9","3.9","3.9","3.5","3.7","4.2","4.6","4.3","4","3.6","3.6","3.7","3.7","3.1","3.1","3","2.9","","",
"Ghana","GHA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.9","13.5","12.7","12.1","11.1","10.4","9.2","8.1","6.6","6.2","6.3","6.6","6.9","7.5","8.2","8.3","7.6","6.5","5.7","5.1","4.9","","",
"Gibraltar","GIB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","17.8","16.9","16","14.9","14","12.9","12.2","14.1","15.4","16.4","14.7","13.5","12.9","12.9","13.3","13.3","12.7","12.5","12.4","12.9","","",
"Gambia, The","GMB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","19.8","20.5","20.7","21.5","20.5","18.4","15.4","14","13.1","12.9","13.6","14.4","15.4","15.9","16.7","17.6","17.8","18.3","18.7","19.6","","",
"Guinea-Bissau","GNB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.8","16.1","16.4","16.5","16.4","16.3","16.2","16.1","19.8","23.8","28.1","30.4","33","34.8","35.1","34","32.9","33.1","35.3","36.8","37.9","","",
"Equatorial Guinea","GNQ","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Grenada","GRD","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.7","20.3","19.4","19.6","19.4","18.3","18.7","18.2","17.5","15.8","15.3","15.7","16.1","16.2","15.7","14.8","14.4","14.1","14.1","13.5","13.3","","",
"Guam","GUM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.4","6.3","6.7","6.9","7.1","7.1","7.6","7.6","8.8","9.4","9.5","8.7","7.4","6.1","4.5","3.4","3.3","3.5","3.6","3","2.5","","",
"High income","HIC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.74780495215557","2.73418227997026","2.7334639730662","2.73345239242437","2.73199316600997","2.72505150675192","2.73686599765488","2.75363908636418","2.79777175482382","2.84159080710928","2.81597424708902","2.77583817785131","2.72756503106696","2.70237427747248","2.67737142027196","2.66832291191231","2.65790708885677","2.64434347810596","2.62228987206023","2.61770998065072","2.64918540730566","","",
"Hong Kong SAR, China","HKG","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Honduras","HND","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.4","21.6","22","22.5","22.6","22.1","21.2","21","18.6","16.4","14.1","14.3","15.1","15.6","15.5","14.9","14.3","14.1","14.5","16.2","18.7","","",
"Heavily indebted poor countries (HIPC)","HPC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.0605199146546","31.2474691175372","30.3841943348859","29.3871663950507","28.4115876030731","27.4949287891315","26.7979838986244","26.0598321839116","24.0418485626199","22.2583670052537","20.6823747488532","20.5525275122759","20.0734095388273","20.3864703624122","20.9977399715957","21.3126977292005","21.5004715571962","21.6543159671597","22.3618441414099","23.1816522901689","23.8830572763154","","",
"Croatia","HRV","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.9","4.6","3.6","3","2.5","2.5","2.5","2.5","2.5","2.5","2.7","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Haiti","HTI","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.2","51.3","51.9","52.8","51.8","50.8","48.8","47","44","41.8","40.7","40.9","40","38.7","38.8","39.6","41.1","42.2","43.6","43.3","45","","",
"Hungary","HUN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"IBRD only","IBD","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.6660406898559","12.7857193173788","12.8106359118649","12.6086865821871","12.0583095575175","11.079214797295","9.97611790173233","9.21247076375706","8.58125991001718","8.15374793831788","7.80343146411331","7.49808455424784","7.31001458100442","7.20302648619522","7.07014800237454","6.9187221119891","6.72622013024278","6.73403951490779","7.12453406301632","7.63730817441441","7.92522653514565","","",
"IDA & IBRD total","IBT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.2333416470603","15.252835189659","15.1406321202369","14.7492600616954","14.1007497952453","13.1436723322503","12.1705214937297","11.4818959922738","10.7918981354405","10.2824099535271","9.85932733660504","9.63696658973668","9.48267609053272","9.42831972230783","9.41236513285547","9.36667703013539","9.26734482877323","9.31930763674722","9.84197143285826","10.5398090976121","11.032892448883","","",
"IDA total","IDA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.6440020160098","24.1756358599026","23.4562092957759","22.2921946236669","21.2073008713187","20.2328312754435","19.6052488479233","19.0738884247007","18.0945931033335","17.220610591351","16.4727416232532","16.4370390762749","16.1512624541978","16.1846513296257","16.4434190578446","16.6261635680329","16.706154075179","16.7842979871293","17.5765196077874","18.6242933699369","19.5458961214641","","",
"IDA blend","IDB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.2059989546362","18.5329057116149","18.0897868866952","16.6347303801976","15.178550857622","14.1393533088168","13.7309866703024","13.7170865572173","13.4880280234858","13.141327832141","12.8239044234384","12.8292845596115","12.393428964142","12.1526331615502","11.8280246526199","11.9313613999223","12.0198660166181","12.2932065751056","13.8334887212409","15.7631472566698","17.651078240809","","",
"Indonesia","IDN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","19","18.9","19.1","19.3","19.1","18.5","17.4","15.6","13.2","11","9.6","8.4","7.9","7.3","6.7","6","5.9","6","6.1","5.9","","",
"IDA only","IDX","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.0734896668182","27.1817084046342","26.3114508026829","25.3029918224488","24.4161186317817","23.4759838423686","22.7343692076482","21.9334102290631","20.5603926532431","19.4106605936664","18.4351108748927","18.3773066468728","18.0974717386709","18.2706862505012","18.8254058432442","19.0393290440789","19.1050602561528","19.0757331140332","19.4804194790534","20.0625286457625","20.4963844110917","","",
"Isle of Man","IMN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.3","19.9","21.4","22","21.4","19.4","17.2","16.2","16","15.7","15.4","14.8","14.6","14.4","14","13.5","12.9","13.1","14.4","15.9","16.6","","",
"Not classified","INX","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Iran, Islamic Rep.","IRN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","5.2","5.2","5.1","5.4","5.8","6.1","5.8","6.2","7.1","7.6","7.3","6.3","6.3","6.3","6.8","7.2","7.2","7","6.2","6.1","","",
"Iraq","IRQ","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.7","21.1","19.9","19.2","17.8","17.8","17.7","16.9","15.9","14.7","15.1","15.7","16.4","16.8","17.3","17.6","17.5","17.2","16.9","16.4","16.3","","",
"Iceland","ISL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Israel","ISR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Italy","ITA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Jamaica","JAM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.6","7.1","7.4","7.5","7.9","8.1","8.8","9.4","9.3","8.7","8.1","7.9","7.9","7.6","8","7.7","7.3","6.3","6.6","7.5","8.3","","",
"Jordan","JOR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Japan","JPN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.6","2.8","2.6","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.7","3.2","","",
"Kazakhstan","KAZ","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.3","6.4","7","7.3","7.2","6.2","5","4.2","3.7","3.1","2.6","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Kenya","KEN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.3","33.7","35","32.1","28.4","26.1","27.1","27","24.3","21.3","19.2","18.3","18.1","18.3","20","21.5","22.8","22.2","23","24.7","27.8","","",
"Kyrgyz Republic","KGZ","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.6","12.5","10.2","8.1","8","8.6","9.1","8.5","8.1","7.4","6.9","6.2","5.9","5.7","5.8","5.5","5.1","4.5","4.5","4.6","4.8","","",
"Cambodia","KHM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.3","21.9","20.1","19.3","17.8","16.4","15.6","15.2","13.5","11.1","8.9","8.2","8","7.5","6.9","6.5","5.8","4.8","4.3","4.6","4.8","","",
"Kiribati","KIR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.4","5.6","6","6","6.1","6.4","7","7.3","10.4","12.6","14.9","13.5","12.6","11.4","10.9","10.9","10.9","11.5","12.2","12.1","12.1","","",
"St. Kitts and Nevis","KNA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Kuwait","KWT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.6","2.6","2.5","2.5","","",
"Latin America & Caribbean (excluding high income)","LAC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.7921512394786","10.5313604644604","10.3013347693193","9.98905103717287","9.56133942386178","9.0697619913083","8.62780080090508","8.35367151534953","7.64908447833339","7.00974851941153","6.28292192787241","6.01145990708893","5.73131273648245","5.48319596628793","5.32652246159059","5.2712366120367","5.29466749469328","5.23993961210388","5.30314312329999","5.86075952668477","6.42934501142912","","",
"Lao PDR","LAO","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.4","29.6","27.1","24.2","22.7","20.8","20.4","18.6","17.3","14.5","13.2","11.6","10.3","8.1","6.7","5.9","5.6","5.3","5.4","5.2","4.7","","",
"Lebanon","LBN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liberia","LBR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.3","37.5","36.5","34.8","33.5","32.5","31.3","29.5","30.6","33.2","35.8","36.7","36.6","36.8","35.9","35.3","35.1","35.6","36.9","37.8","38.4","","",
"Libya","LBY","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.5","3.8","4.1","4.4","4.7","5","5.3","5.6","6.7","7.1","6.5","5.2","4.8","5.4","6.1","6.6","6.9","7.1","7.7","7.9","8.4","","",
"St. Lucia","LCA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.7891516447806","10.5304818835288","10.3064858917972","9.81038046719742","9.34481381368323","8.8148008352989","8.28749883112946","7.94502229345552","7.28600665318856","6.69759318222147","6.0245337306376","5.76607314166076","5.50685662024059","5.33465541701917","5.54195520810583","5.78441344771804","6.09008441520498","5.98742881130957","6.03756635571034","6.44316131262686","6.78770719216","","",
"Least developed countries: UN classification","LDC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.8138031870768","29.8095813633852","28.7854178460163","27.6625069242551","26.7029493677612","25.6615164532525","24.8424253873305","23.9342948641253","22.1805189227113","20.6762816392562","19.3801758486083","19.2962580541254","18.9011677004369","19.0855381033065","19.7211141082514","20.0104012886029","20.0977685894475","20.0968220789865","20.5921680887428","21.2821403569964","21.7516780789177","","",
"Low income","LIC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.4102081549374","32.5167759318509","31.5787250282269","30.532616472272","29.8283216323771","29.1398730930014","28.5372820387605","27.8222422036642","25.615082384371","24.0496288831517","22.6692331520568","22.995363228978","22.4657870467949","23.2911187587041","24.5454158024997","25.2827598767661","25.7537591040832","25.9689208462201","26.9035563402185","27.7357859181625","28.3801145012404","","",
"Liechtenstein","LIE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.5","15.8","15.5","14.9","13.9","13.2","11.8","10.8","11.5","13","14","13","11.7","10.2","9.1","8.1","7.6","7.1","6.4","5.7","5.3","","",
"Lower middle income","LMC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.2051863314419","18.7511121906982","19.1136081890848","18.9165790547089","18.149961338919","16.7779589637032","15.4221082295986","14.7035419532834","14.3407415582973","13.9000999274233","13.4701561902777","13.0450626317079","12.7302913319866","12.4583641884198","12.1136393656909","11.7976395759997","11.4295800467386","11.4515020025151","12.2806442705498","13.3559390802747","14.1284615088193","","",
"Low & middle income","LMY","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.5039912049848","15.5209259942014","15.3958135192083","15.0197041916993","14.3731204083171","13.418651747308","12.4507145904344","11.7654778439778","11.0646100038661","10.5439277884745","10.1098764495829","9.88434896963267","9.72480498749639","9.665665847816","9.61514514628298","9.54112529752367","9.41632650951489","9.46998503927757","10.0010531757707","10.7178224493574","11.2382094943215","","",
"Lesotho","LSO","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.7","19","17.3","15.6","13.9","12.9","12.4","12.3","12","11.8","12.5","15.2","20","27.2","31.9","34","31.6","33","38.1","43.7","46","","",
