"Data Source","World Development Indicators",

"Last Updated Date","2024-03-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Late-demographic dividend","LTE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.2072259205353","9.53939705045291","8.74592096129328","8.07548979980264","7.42741209028382","6.74590657779742","5.9365798122779","5.1762363832191","4.34321612771107","4.02593585681117","3.85065146002951","3.75350795391369","3.65026408966309","3.57535764880156","3.51060193575881","3.47506997986883","3.44964872087353","3.39636447568781","3.37450670731479","3.48753284215139","3.60068625489591","","",
"Lithuania","LTU","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Luxembourg","LUX","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Latvia","LVA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.6","3.4","2.7","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Macao SAR, China","MAC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.3","20.6","19","17.2","15.9","15.1","14.9","14.5","13.1","10.8","8.7","7.8","7.1","6.3","5.8","5.7","5.6","5.4","6.4","7.1","8","","",
"St. Martin (French part)","MAF","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.3","5.9","5.6","5.6","5.5","5.8","5.6","5.7","5.5","5.1","4.6","4.4","4.1","4","3.8","3.7","3.6","3.6","4.2","5.3","6.3","","",
"Monaco","MCO","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.4","27.1","29.8","32.3","33.4","32.4","29.8","27.7","19.9","12.2","3.1","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Madagascar","MDG","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.1","35.6","36.9","35.4","33.7","31.4","30.9","30.7","29.9","28.3","27.2","29.3","33","37.7","40.4","41.9","42.8","44.7","47.1","49.5","51","","",
"Maldives","MDV","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa","MEA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.30127453320685","8.28401044211251","8.27899741604559","8.26006698853052","8.1223820227675","7.9923987816175","7.83541633227466","7.68090334615334","7.56732328270078","7.76210181165171","7.86013049479984","8.02231073250337","7.86643411766381","8.19565133847541","8.71389671511736","9.21020788567285","9.59259824834965","9.56581262606427","9.56280194884085","9.37532162085151","9.61941229465604","","",
"Mexico","MEX","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.2","3.6","4.2","4.6","4.4","4.1","4.1","4.4","4.5","4.4","4.1","4","4","4","3.9","3.8","3.8","3.4","2.8","2.5","2.5","","",
"Marshall Islands","MHL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.1632746475655","14.226906669841","14.141696675126","13.7982600995282","13.1363581419217","12.1379216618989","11.116760185697","10.4120560421482","9.81831720995523","9.36845046198544","8.99903450179896","8.70729207253466","8.48165021387589","8.31870743993645","8.11795698981602","7.93714026034374","7.7231031491873","7.73007879049606","8.18598561795557","8.82525335775217","9.2964389259821","","",
"North Macedonia","MKD","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.4","7.4","5.7","5.4","4.9","4.4","3.5","2.8","3.2","3.5","3.9","3.9","3.9","3.8","3.6","3.3","3.1","2.8","2.9","3.2","3.6","","",
"Mali","MLI","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.6","15.6","15.4","14.7","13.6","12.1","10.7","9.6","7.8","6.3","5","4.6","4.4","4.3","4.2","3.8","3.9","4.3","6.6","9.7","12.8","","",
"Malta","MLT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.8","3.7","4.6","","",
"Myanmar","MMR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.6","35.9","33.6","31.3","29","25.7","21.6","18.1","13.4","10.2","7.4","6.8","5.9","5","4.1","3.4","3.1","3","2.9","3.4","3.8","","",
"Middle East & North Africa (excluding high income)","MNA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.74497307161661","8.7310055050624","8.71671970118678","8.69983204827347","8.56301544304757","8.43394540355543","8.23028412727331","8.01022077258814","7.77476133783232","7.91859508710606","8.05445150233358","8.33202858341603","8.30202779939893","8.75581874923059","9.43706347734508","10.0428488821981","10.4925509885468","10.4737777013499","10.5068389375299","10.3263145167261","10.6444078774481","","",
"Montenegro","MNE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.6","9.1","8.3","7.6","5.4","3.1","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Mongolia","MNG","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.5","30","30.1","29.9","28.8","26.8","24.7","21.9","19.3","16","13.4","11.6","10.6","9.3","7.6","6.8","5.9","5.7","5.1","6.6","8","","",
"Northern Mariana Islands","MNP","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.9","35.4","34.3","34.4","33.8","33","30.5","29.2","23.9","19.7","16","17.2","23.5","31.2","39.5","40.7","35.5","29.5","27","29.5","30.5","","",
"Mauritania","MRT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.2","7.7","8.1","8.3","9.1","8.4","7.7","6.9","7","7","6.7","6.3","6.2","6.5","6.8","7","7","6.9","7","7.5","8.7","","",
"Mauritius","MUS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.8","5.6","5.4","5.3","5.1","5","5.3","5","5","4.7","5.1","5.4","5.6","5.7","5.9","6.1","6.2","5.9","6.6","6.9","6.8","","",
"Malawi","MWI","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.4","23.6","24.2","23.5","21.9","20.1","18.6","18.3","16.1","14.2","12.1","12.4","12.9","13.3","13.9","14.3","15.1","15.7","16.5","17.2","17.8","","",
"Malaysia","MYS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.7","2.8","3","3.1","3.3","3.5","3.5","4.3","4.7","5.2","5.2","5.6","5.9","6.1","5.7","5.2","4.4","3.8","3.2","2.7","","",
"North America","NAC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Namibia","NAM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.6","16.5","17.7","18.7","20.3","22.4","26.1","30.6","31.9","30.4","25.9","23.4","21.8","21","20.3","19.3","18.9","18.2","17.6","17.1","17.1","","",
"New Caledonia","NCL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.3","9.5","9.8","10.1","10.1","9.9","9.8","9.6","8.7","8.1","7.9","8","7.9","7.7","7.5","7.3","7","6.5","5.9","5","4.8","","",
"Niger","NER","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.3","22.4","21.1","19.4","19.1","19.2","18.5","17.8","15.8","15.3","14.4","14.7","14.1","13.3","12.4","11.7","10.9","11","11.9","14.2","16.1","","",
"Nigeria","NGA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.8","8.8","8.5","7.8","7","6.6","6.4","6.7","7.5","8.4","9.2","9.7","9.6","9.5","9.3","9.6","10.1","10.6","12.4","14.2","15.9","","",
"Nicaragua","NIC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.1","24.8","24.6","23.7","22.9","21.9","21.4","20.9","20.7","19.9","19.1","19","19.4","19.8","19.3","18.3","17.6","17.4","17.5","17.9","17.8","","",
"Netherlands","NLD","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Norway","NOR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Nepal","NPL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.1","22.3","20.3","18","17","16.1","14.9","13.1","11.3","10.1","9.1","8.4","7.7","7.2","6.3","5.4","4.8","4.7","4.9","5.2","5.4","","",
"Nauru","NRU","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"OECD members","OED","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.80981294461707","2.85437847174588","2.92758930113237","2.9893867642739","2.9942311739526","2.97722459440694","2.96431245681335","3.00273855649252","3.02172108722927","3.03506693514001","2.94671538273885","2.87805457930878","2.82405456902595","2.78040985113118","2.7379981477189","2.7126356126066","2.69865569574509","2.66834977321851","2.63884911796655","2.66200670978778","2.72115487846556","","",
"Oman","OMN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.4","11.3","11","10","9.4","9.3","9.2","9","6.9","5.6","5","5.8","6","6","6.3","6.3","5.8","4.5","3.1","2.7","2.8","","",
"Other small states","OSS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.3754711193923","16.1585731614284","15.8385633315289","15.4715431661879","15.282683042062","15.1602704248927","15.3729681240135","15.6252893155633","16.2664304534097","16.467569155454","16.5133410047205","16.5058195075566","16.8842462333115","17.5940397035532","18.1072585065859","18.3517259489789","18.2192603521184","18.2996297908356","18.9815737398097","19.4925550269852","19.8094596180041","","",
"Pakistan","PAK","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.8","21.4","20.6","18.6","17.1","15.9","15.3","15.2","15.3","15.1","14.9","14.9","14","13.3","12.1","11.5","10.8","11","13.1","16","18.5","","",
"Panama","PAN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.5","20.6","21","21.3","21.6","18.5","16.1","14.1","12.1","10.4","8.4","7.7","7.5","7.5","7.3","7","6.1","5.2","4.7","4.9","5.3","","",
"Peru","PER","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.4","22.8","23","21.6","18.7","15.6","13.6","11.4","9.5","8.4","7.4","6.4","5.4","5.1","5.5","6.1","6.3","5.9","6.2","6.5","7","","",
"Philippines","PHL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.9","18.6","17.3","16.2","14.6","13.4","12.2","11.3","11.8","12.3","12.5","11.9","11.2","10.4","9.1","7.8","6.4","5.4","5","5.1","5.2","","",
"Palau","PLW","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.8","27.5","28.2","29.1","28","27.9","27.2","27.6","26.9","26.1","24.6","23.3","22.1","22.4","22.5","22.9","23","23.4","23.1","23.1","23.4","","",
"Poland","POL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Pre-demographic dividend","PRE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.8166138441407","25.5064812070344","24.8121696439426","23.9169452721864","22.8687411135011","22.093564728393","21.6202597864121","21.2274756382218","19.9534403289226","18.682985634346","17.6831377168703","17.8093130201255","17.690629300109","18.17444334592","18.9505309135586","19.5032843104767","19.7128029138611","19.6479930711498","20.425772746208","21.4606080078123","22.6257935784185","","",
"Puerto Rico","PRI","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.7","35","32.7","33","34.3","36.7","38.8","40.3","40.2","39.7","38.8","39","39","39.8","40.5","41.4","43","42.5","43.3","43.9","45.5","","",
"Portugal","PRT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Paraguay","PRY","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.4","9.1","8.6","8.9","9.3","9.5","9.2","9.5","7.2","4.7","2.5","2.5","2.5","2.5","2.6","2.7","2.8","2.9","3.3","3.5","4.2","","",
"West Bank and Gaza","PSE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.49731019312632","6.40924421626148","6.23079863004155","6.22510126972675","6.16633652571044","6.23849869077102","6.25110829982756","6.56733567163311","8.05529046881804","9.71593337556673","11.6532480817908","12.2304283199821","12.7783261812929","12.8098151841966","12.8528063892379","12.5983023083481","12.2390162888077","11.568051170892","11.2081118778447","10.9052594394818","10.9380186722894","","",
"Post-demographic dividend","PST","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.56603127424554","2.53461143263635","2.5347466915908","2.53431874389668","2.52406563598548","2.52484587930866","2.52177433800333","2.51999049973441","2.53106859948973","2.55493083427736","2.53351525208101","2.51610040847447","2.51125421787621","2.51075532099675","2.50975217355573","2.51030667347162","2.50568207228312","2.51573908884798","2.54781849103888","2.58959088764957","2.67428535039461","","",
"French Polynesia","PYF","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.1","4","3.9","3.9","3.9","4","4","3.9","4.1","4.5","4.8","4.9","5","5.3","5.7","6.1","6.5","6.3","5.9","5.4","5.1","","",
"Qatar","QAT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Romania","ROU","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Russian Federation","RUS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","3.3","2.8","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Rwanda","RWA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","34.7","34","35","34.3","32.7","31.3","28.6","29","30.3","33","33","33.1","33","32.6","31.5","31.4","31.8","32.7","32.4","31.6","","",
"South Asia","SAS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.7928571304692","19.9351985158235","20.8406108655595","20.9371293670321","20.245513038395","18.5052379043627","16.6983978696814","15.8180591738336","15.7448728336637","15.5412346806525","15.3588051890049","14.8869385504011","14.5862288490339","14.2587961384122","13.8053804129231","13.3033738243332","12.7161922646948","12.8300576747971","14.0254219901212","15.5197673427994","16.3262610717187","","",
"Saudi Arabia","SAU","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.4","5.4","5.4","5.2","4.9","4.7","5.1","5.8","7.1","8.3","8.3","7.7","6.2","5.5","4.6","4.4","4.5","4.7","4.6","4.3","3.8","","",
"Sudan","SDN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.7","9.3","9.7","10.6","11.1","11.5","11.3","11.6","11.9","","",
"Senegal","SEN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.5","23.2","21.7","19.8","18.1","16.5","13.6","11.8","10.7","10.8","10.7","11","10.8","10.6","9.5","8.3","7.3","6.7","6.3","5.9","5.7","","",
"Singapore","SGP","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Solomon Islands","SLB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.7","12.6","12","12.2","12","12.2","12.1","12.8","13.7","15.6","17.9","19.9","21.4","22","21.6","20.9","20.2","19.8","19.9","19.5","19","","",
"Sierra Leone","SLE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.4","49.5","49","48.5","46.5","43.5","41.5","40.1","33.5","26.7","21.1","21.4","22.7","22.6","23.7","24.2","25.7","26.8","27.5","27.3","27.8","","",
"El Salvador","SLV","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.3","7.1","7.9","8.7","9.2","9.4","9.7","10","9.9","9.9","9.7","9.8","9.8","10","9.6","8.9","8","7.1","7.2","7","7.7","","",
"San Marino","SMR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.6","70.6","70.5","70.4","70.4","70.4","70.4","70.5","70.9","70.1","68","64.2","60.4","58.7","58.2","57.7","56.6","54","51.9","49.9","48.7","","",
"Serbia","SRB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.5","3.3","2.9","2.6","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Sub-Saharan Africa (excluding high income)","SSA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.7427177306606","25.2133580643707","24.6456429397","23.6623676710978","22.655146643143","21.9162495335701","21.5523627901658","21.1691644571836","19.6941785850542","18.3446822426917","17.1546204642604","17.0622824484119","16.8767348701294","17.2252932283411","17.8087117397515","18.2347912376554","18.5151799294086","18.7016659610554","19.5965307155221","20.6468931249241","21.6013654370933","","",
"South Sudan","SSD","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.8","21.4","","",
"Sub-Saharan Africa","SSF","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.7398094787168","25.210504565394","24.6429642960666","23.6598849667801","22.6528344792025","21.9140361429854","21.5502607742929","21.1670929336727","19.6923915577674","18.3431175252222","17.1533639052562","17.061118016543","16.8756530501848","17.2241908816826","17.8075123661761","18.2335217656263","18.5138663985648","18.7003309331708","19.5951391540862","20.6454042168921","21.5998892789595","","",
"Small states","SST","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.8839101234138","13.6897148996058","13.5133422752695","13.2747887567478","13.161084453485","13.0549614959243","13.2694532956238","13.5147832958976","14.1365286211816","14.3723529084435","14.5057755886423","14.4896388230971","14.78723366962","15.2815540760152","15.7003042086691","15.8430040983999","15.7211190816146","15.6782929945133","16.2144448427744","16.66462686537","16.9147627677569","","",
"Sao Tome and Principe","STP","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.7","13.7","12.3","11.1","10.3","10.4","11.3","12.8","14","15.4","16.2","16.1","15.9","16.2","16.1","15.8","15.3","15.3","14.9","13.5","13.1","","",
"Suriname","SUR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.8","11.6","11","10.4","9.8","8.9","8.9","8.4","8.1","8.1","8.4","8.4","8","8.4","9","9.7","9.7","9.2","9","9.1","9","","",
